id_detalle,id_pedido,id_producto,cantidad,precio_unitario
411,149,15,79,87000
412,149,11,50,187000
413,149,17,23,108000
414,149,7,50,90000
415,150,17,76,108000
416,150,4,68,188000
417,150,10,43,421000
418,151,15,33,87000
419,151,16,74,87000
420,151,12,47,510000
421,151,1,18,147000
422,152,14,70,252000
423,152,24,45,49000
424,152,8,73,236000
425,152,11,16,187000
426,153,16,17,87000
427,153,1,76,147000
428,153,8,78,236000
429,153,24,31,49000
430,153,5,76,108000
431,154,12,70,510000
432,154,6,58,108000
433,154,17,71,108000
434,155,19,45,131000
435,155,17,49,108000
436,155,5,30,108000
437,156,2,39,251000
438,156,24,61,49000
439,156,8,70,236000
440,156,11,52,187000
441,156,21,25,67000
442,157,10,28,421000
443,157,24,20,49000
444,158,25,52,55000
445,158,22,17,32000
446,159,19,57,131000
447,159,1,21,147000
448,159,16,63,87000
449,159,2,55,251000
450,159,9,68,188000
451,160,5,25,108000
452,160,18,31,147000
453,160,6,40,108000
454,160,15,37,87000
455,160,21,70,67000
456,161,9,48,188000
457,161,24,75,49000
458,161,22,25,32000
459,161,1,77,147000
460,161,11,35,187000
461,162,22,15,32000
462,162,2,65,251000
463,162,25,22,55000
464,163,6,24,108000
465,163,3,29,212000
466,163,14,56,252000
467,163,12,71,510000
468,164,12,3,510000
469,165,5,2,108000
470,165,8,3,236000
471,165,9,1,188000
472,166,7,2,90000
473,167,14,3,252000
474,168,20,1,43000
475,169,4,3,188000
476,169,19,2,131000
477,170,5,31,108000
478,170,14,15,252000
479,170,4,24,188000
480,170,11,33,187000
481,170,8,30,236000
482,171,1,45,147000
483,171,8,42,236000
484,172,3,40,212000
485,172,18,26,147000
486,172,13,18,463000
487,172,11,54,187000
488,172,1,42,147000
489,173,3,49,212000
490,173,1,11,147000
491,173,20,59,43000
492,173,23,50,43000
493,173,17,54,108000
494,174,4,3,188000
495,175,18,1,147000
496,175,13,2,463000
497,176,17,2,108000
498,176,22,3,32000
499,176,19,1,131000
500,177,18,3,147000
501,177,25,3,55000
502,178,2,1,251000
503,178,15,2,87000
504,178,5,2,108000
505,179,8,2,236000
506,180,2,1,251000
507,180,20,2,43000
508,181,10,1,421000
509,181,4,2,188000
510,182,3,3,212000
511,183,13,2,463000
512,184,8,1,236000
513,185,13,3,463000
514,186,2,76,251000
515,186,6,139,108000
516,186,9,71,188000
517,186,3,126,212000
518,187,10,119,421000
519,187,1,68,147000
520,188,10,45,421000
521,188,2,42,251000
522,189,11,71,187000
523,189,17,79,108000
524,189,12,53,510000
525,189,7,115,90000
526,189,21,108,67000
527,190,2,117,251000
528,190,19,139,131000
529,190,21,56,67000
530,191,15,27,87000
531,191,16,29,87000
532,191,1,48,147000
533,191,5,34,108000
534,191,20,106,43000
535,192,9,120,188000
536,192,18,58,147000
537,192,14,53,252000
538,193,20,98,43000
539,193,25,105,55000
540,193,16,126,87000
541,193,18,120,147000
542,193,5,127,108000
543,194,6,93,108000
544,194,14,39,252000
545,194,15,91,87000
546,194,25,92,55000
547,195,25,97,55000
548,195,11,47,187000
549,195,6,73,108000
550,195,1,86,147000
551,196,4,2,188000
552,196,3,3,212000
553,196,8,2,236000
554,197,18,2,147000
555,198,15,3,87000
556,198,6,2,108000
557,199,15,2,87000
558,200,1,1,147000
559,200,19,3,131000
560,201,20,1,43000
561,201,24,3,49000
562,201,19,2,131000
563,202,25,2,55000
564,202,17,2,108000
565,202,5,3,108000
566,203,3,1,212000
567,203,13,2,463000
568,203,1,3,147000
569,204,9,1,188000
570,204,22,3,32000
571,204,25,2,55000
572,205,2,2,251000
573,206,11,2,187000
574,206,20,2,43000
575,207,21,103,67000
576,207,8,61,236000
577,208,21,73,67000
578,208,3,45,212000
579,208,11,113,187000
580,209,12,66,510000
581,209,22,28,32000
582,209,1,53,147000
583,210,14,147,252000
584,210,21,143,67000
585,210,20,40,43000
586,210,25,73,55000
587,211,16,131,87000
588,211,17,84,108000
589,212,5,71,108000
590,212,21,116,67000
591,212,3,67,212000
592,212,16,48,87000
593,213,22,66,32000
594,213,16,24,87000
595,213,19,68,131000
596,214,2,70,251000
597,214,9,22,188000
598,214,18,92,147000
599,215,21,114,67000
600,215,7,55,90000
601,215,18,131,147000
602,215,25,150,55000
603,215,3,132,212000
604,216,25,52,55000
605,216,18,75,147000
606,216,7,31,90000
607,217,13,50,463000
608,217,17,79,108000
609,218,16,69,87000
610,218,17,45,108000
611,219,3,119,212000
612,219,1,32,147000
613,219,2,65,251000
614,219,7,101,90000
615,220,10,3,421000
616,221,22,1,32000
617,222,18,1,147000
618,222,13,3,463000
619,223,23,2,43000
620,223,1,1,147000
621,224,15,1,87000
622,224,4,3,188000
623,224,9,3,188000
624,225,9,2,188000
625,225,20,1,43000
626,225,16,1,87000
627,226,14,1,252000
628,226,8,2,236000
629,227,7,2,90000
630,227,2,1,251000
631,228,23,3,43000
632,229,9,1,188000
633,229,4,3,188000
634,230,4,3,188000
635,230,3,3,212000
636,230,23,1,43000
637,231,9,1,188000
638,232,25,2,55000
639,232,19,2,131000
640,233,25,2,55000
641,233,17,1,108000
642,234,20,1,43000
643,235,12,3,510000
644,235,24,1,49000
645,235,9,3,188000
646,236,18,2,147000
647,236,9,3,188000
648,237,20,2,43000
649,237,25,1,55000
650,237,7,2,90000
651,238,22,3,32000
652,238,11,3,187000
653,239,3,70,212000
654,239,4,55,188000
655,239,23,90,43000
656,239,21,119,67000
657,239,7,44,90000
658,240,19,145,131000
659,240,15,91,87000
660,240,10,57,421000
661,241,20,78,43000
662,241,19,138,131000
663,242,13,1,463000
664,242,12,1,510000
665,242,10,1,421000
666,243,11,2,187000
667,243,22,2,32000
668,244,1,1,147000
669,244,12,2,510000
670,244,15,1,87000
671,245,13,1,463000
672,245,19,1,131000
673,245,11,1,187000
674,246,23,3,43000
675,246,3,1,212000
676,247,9,3,188000
677,248,17,2,108000
678,248,7,3,90000
679,249,7,1,90000
680,249,6,1,108000
681,250,3,3,212000
682,250,1,2,147000
683,250,9,2,188000
684,251,1,3,147000
685,251,4,3,188000
686,251,3,2,212000
687,252,8,1,236000
688,252,11,3,187000
689,253,20,2,43000
690,253,3,3,212000
691,254,7,2,90000
692,254,19,3,131000
693,254,14,3,252000
694,255,14,1,252000
695,255,8,1,236000
696,255,11,2,187000
697,256,23,1,43000
698,256,8,3,236000
699,256,24,1,49000
700,257,11,1,187000
701,257,10,3,421000
702,258,23,1,43000
703,258,9,2,188000
704,259,15,118,87000
705,259,19,71,131000
706,259,21,112,67000
707,259,1,101,147000
708,260,12,58,510000
709,260,25,87,55000
710,260,22,54,32000
711,260,4,70,188000
712,260,10,66,421000
713,261,2,57,251000
714,261,23,66,43000
715,261,7,91,90000
716,262,12,91,510000
717,262,7,46,90000
718,263,16,117,87000
719,263,15,79,87000
720,263,25,28,55000
721,263,23,21,43000
722,263,24,75,49000
723,264,15,68,87000
724,264,21,40,67000
725,264,22,20,32000
726,264,25,111,55000
727,265,10,34,421000
728,265,9,115,188000
729,266,7,1,90000
730,266,6,2,108000
731,267,3,2,212000
732,268,15,2,87000
733,269,9,1,188000
734,269,8,1,236000
735,269,13,3,463000
736,270,21,3,67000
737,271,19,3,131000
738,272,9,3,188000
739,273,22,53,32000
740,273,12,97,510000
741,274,12,70,510000
742,274,3,103,212000
743,274,15,35,87000
744,274,6,120,108000
745,275,10,92,421000
746,275,20,98,43000
747,275,3,58,212000
748,275,6,116,108000
749,275,25,84,55000
750,276,10,1,421000
751,277,8,3,236000
752,277,19,3,131000
753,277,14,3,252000
754,278,1,2,147000
755,278,11,3,187000
756,278,17,1,108000
757,279,8,2,236000
758,280,8,3,236000
759,281,19,69,131000
760,281,10,20,421000
761,281,22,141,32000
762,281,8,47,236000
763,281,13,105,463000
764,282,19,137,131000
765,282,14,28,252000
766,283,4,79,188000
767,283,3,79,212000
768,283,18,125,147000
769,283,5,21,108000
770,284,13,108,463000
771,284,6,75,108000
772,285,16,108,87000
773,285,6,32,108000
774,285,9,147,188000
775,285,3,71,212000
776,285,23,36,43000
777,286,3,72,212000
778,286,11,104,187000
779,286,22,36,32000
780,287,9,2,188000
781,288,4,3,188000
782,288,15,2,87000
783,288,12,3,510000
784,289,7,2,90000
785,289,14,2,252000
786,289,1,1,147000
787,290,10,2,421000
788,290,12,3,510000
789,291,17,2,108000
790,291,12,3,510000
791,292,1,3,147000
792,292,9,3,188000
793,293,23,24,43000
794,293,11,60,187000
795,293,21,106,67000
796,294,17,119,108000
797,294,5,80,108000
798,294,16,103,87000
799,294,6,74,108000
800,295,19,94,131000
801,295,17,50,108000
802,295,22,111,32000
803,295,23,81,43000
804,295,12,47,510000
805,296,7,41,90000
806,296,24,62,49000
807,296,20,102,43000
808,296,15,100,87000
809,297,2,3,251000
810,297,7,3,90000
811,297,19,3,131000
812,298,7,1,90000
813,298,12,2,510000
814,298,13,1,463000
815,299,13,3,463000
816,300,6,111,108000
817,300,20,144,43000
818,300,11,41,187000
819,300,3,34,212000
820,301,13,28,463000
821,301,10,55,421000
822,302,20,76,43000
823,302,1,50,147000
824,302,2,25,251000
825,302,10,86,421000
826,302,11,150,187000
827,303,6,92,108000
828,303,15,95,87000
829,303,24,97,49000
830,303,2,84,251000
831,303,7,105,90000
832,304,8,3,236000
833,304,18,3,147000
834,305,9,114,188000
835,305,11,30,187000
836,306,2,43,251000
837,306,20,37,43000
838,306,3,103,212000
839,306,13,24,463000
840,307,9,74,188000
841,307,4,121,188000
842,308,8,65,236000
843,308,24,68,49000
844,308,23,58,43000
845,308,20,90,43000
846,309,2,26,251000
847,309,16,129,87000
848,309,13,133,463000
849,309,1,70,147000
850,309,14,65,252000
851,310,21,119,67000
852,310,3,149,212000
853,310,16,123,87000
854,310,4,108,188000
855,310,14,68,252000
856,311,17,53,108000
857,311,13,78,463000
858,311,15,22,87000
859,311,19,36,131000
860,311,6,97,108000
861,312,7,1,90000
862,313,21,2,67000
863,313,12,1,510000
864,313,25,2,55000
865,314,7,2,90000
866,314,21,3,67000
867,315,18,2,147000
868,315,24,2,49000
869,315,16,1,87000
870,316,13,1,463000
871,316,22,3,32000
872,316,18,1,147000
873,317,4,3,188000
874,317,10,3,421000
875,317,6,1,108000
876,318,25,135,55000
877,318,23,128,43000
878,318,11,90,187000
879,318,8,121,236000
880,318,21,32,67000
881,319,7,66,90000
882,319,15,51,87000
883,319,22,73,32000
884,319,18,42,147000
885,320,15,89,87000
886,320,23,27,43000
887,320,8,53,236000
888,320,18,23,147000
889,321,13,74,463000
890,321,21,34,67000
891,321,2,56,251000
892,321,14,146,252000
893,321,17,136,108000
894,322,13,71,463000
895,322,14,137,252000
896,323,19,89,131000
897,323,24,35,49000
898,323,11,130,187000
899,324,24,114,49000
900,324,11,65,187000
901,324,16,51,87000
902,324,25,116,55000
903,325,3,1,212000
904,325,5,2,108000
905,326,22,1,32000
906,326,16,3,87000
907,327,12,2,510000
908,327,7,1,90000
909,328,5,2,108000
910,329,8,1,236000
911,330,23,1,43000
912,330,3,1,212000
913,331,10,3,421000
914,331,16,2,87000
915,332,2,21,251000
916,332,24,109,49000
917,332,18,87,147000
918,333,21,55,67000
919,333,11,106,187000
920,333,10,74,421000
921,333,9,104,188000
922,334,12,3,510000
923,334,13,3,463000
924,335,10,2,421000
925,335,19,1,131000
926,335,7,2,90000
927,336,13,2,463000
928,337,14,3,252000
929,337,1,2,147000
930,337,6,3,108000
931,338,22,33,32000
932,338,8,16,236000
933,339,19,13,131000
934,339,4,14,188000
935,339,18,19,147000
936,339,20,38,43000
937,339,23,41,43000
938,340,7,18,90000
939,340,18,37,147000
940,341,15,48,87000
941,341,23,12,43000
942,341,19,14,131000
943,341,17,10,108000
944,342,18,27,147000
945,342,8,25,236000
946,343,4,2,188000
947,343,20,3,43000
948,343,8,1,236000
949,344,13,3,463000
950,344,17,3,108000
951,344,21,1,67000
952,345,5,2,108000
953,345,14,3,252000
954,346,23,2,43000
955,347,5,2,108000
956,347,20,1,43000
957,348,13,2,463000
958,348,7,2,90000
959,349,1,1,147000
960,349,3,3,212000
961,350,11,1,187000
962,351,16,1,87000
963,352,15,2,87000
964,352,5,3,108000
965,352,4,1,188000
966,353,15,70,87000
967,353,3,20,212000
968,353,5,15,108000
969,354,2,24,251000
970,354,20,32,43000
971,354,11,61,187000
972,354,6,80,108000
973,355,19,71,131000
974,355,16,44,87000
975,355,12,29,510000
976,356,18,37,147000
977,356,1,75,147000
978,356,3,19,212000
979,356,21,37,67000
980,356,13,39,463000
981,357,9,79,188000
982,357,11,47,187000
983,357,6,73,108000
984,357,25,47,55000
985,357,13,46,463000
986,358,15,77,87000
987,358,5,35,108000
988,359,22,65,32000
989,359,11,57,187000
990,360,24,66,49000
991,360,20,26,43000
992,360,10,61,421000
993,360,6,50,108000
994,361,7,35,90000
995,361,12,34,510000
996,361,22,24,32000
997,361,15,61,87000
998,362,24,75,49000
999,362,11,64,187000
1000,362,23,73,43000
1001,362,3,34,212000
1002,362,14,50,252000
1003,363,10,68,421000
1004,363,13,78,463000
1005,363,8,29,236000
1006,364,11,2,187000
1007,364,14,3,252000
1008,365,21,2,67000
1009,365,3,3,212000
1010,366,2,1,251000
1011,366,18,2,147000
1012,367,21,2,67000
1013,368,25,1,55000
1014,369,9,3,188000
1015,370,20,18,43000
1016,370,18,31,147000
1017,370,5,10,108000
1018,370,13,14,463000
1019,371,6,1,108000
1020,372,23,1,43000
1021,372,17,1,108000
1022,372,18,2,147000
1023,373,9,1,188000
1024,373,25,3,55000
1025,374,4,3,188000
1026,374,13,1,463000
1027,374,20,1,43000
1028,375,24,3,49000
1029,376,2,1,251000
1030,377,16,2,87000
1031,377,6,2,108000
1032,378,23,20,43000
1033,378,13,32,463000
1034,378,19,62,131000
1035,379,18,2,147000
1036,380,11,1,187000
1037,381,5,1,108000
1038,382,6,1,108000
1039,382,19,3,131000
1040,382,7,1,90000
1041,383,20,2,43000
1042,384,13,1,463000
1043,384,4,2,188000
1044,384,1,2,147000
1045,385,21,1,67000
1046,385,2,1,251000
1047,385,25,3,55000
1048,386,19,1,131000
1049,387,12,33,510000
1050,387,10,110,421000
1051,388,12,51,510000
1052,388,18,86,147000
1053,388,5,23,108000
1054,388,15,49,87000
1055,388,25,32,55000
1056,389,3,114,212000
1057,389,15,118,87000
1058,389,12,131,510000
1059,389,8,71,236000
1060,390,19,3,131000
1061,390,7,3,90000
1062,390,25,1,55000
1063,391,1,2,147000
1064,392,12,3,510000
1065,392,1,1,147000
1066,393,21,3,67000
1067,393,16,1,87000
1068,394,9,2,188000
1069,394,15,1,87000
1070,395,21,1,67000
1071,395,22,3,32000
1072,395,23,2,43000
1073,396,10,66,421000
1074,396,4,33,188000
1075,396,2,94,251000
1076,397,11,74,187000
1077,397,10,33,421000
1078,397,23,32,43000
1079,398,22,2,32000
1080,398,11,3,187000
1081,399,7,3,90000
1082,399,24,3,49000
1083,400,11,2,187000
1084,400,1,2,147000
1085,400,10,2,421000
1086,401,2,84,251000
1087,401,1,105,147000
1088,401,25,53,55000
1089,401,14,70,252000
1090,402,3,109,212000
1091,402,11,21,187000
1092,402,1,28,147000
1093,403,21,1,67000
1094,404,21,3,67000
1095,404,10,2,421000
1096,404,15,3,87000
1097,405,21,2,67000
1098,405,17,2,108000
1099,406,5,3,108000
1100,407,21,3,67000
1101,407,16,1,87000
1102,408,7,2,90000
1103,408,25,2,55000
1104,408,19,1,131000
1105,409,22,88,32000
1106,409,5,118,108000
1107,410,20,3,43000
1108,410,24,1,49000
1109,411,13,1,463000
1110,411,10,2,421000
1111,411,11,2,187000
1112,412,1,2,147000
1113,412,12,1,510000
1114,413,22,1,32000
1115,413,20,1,43000
1116,414,9,3,188000
1117,415,7,3,90000
1118,415,10,2,421000
1119,415,9,2,188000
1120,416,7,1,90000
1121,416,16,1,87000
1122,417,15,1,87000
1123,418,18,1,147000
1124,419,19,2,131000
1125,420,25,2,55000
1126,421,10,2,421000
1127,421,19,2,131000
1128,421,16,1,87000
1129,422,7,3,90000
1130,423,14,1,252000
1131,424,23,2,43000
1132,424,25,2,55000
1133,425,19,3,131000
1134,425,11,2,187000
1135,425,16,1,87000
1136,426,11,1,187000
1137,426,18,3,147000
1138,427,25,1,55000
1139,427,6,3,108000
1140,427,12,1,510000
1141,428,15,3,87000
1142,429,17,2,108000
1143,429,9,2,188000
1144,429,10,2,421000
1145,430,14,1,252000
1146,431,24,2,49000
1147,432,10,3,421000
1148,432,22,1,32000
1149,432,9,1,188000
1150,433,19,3,131000
1151,434,24,109,49000
1152,434,23,108,43000
1153,434,13,29,463000
1154,434,22,27,32000
1155,435,21,121,67000
1156,435,24,88,49000
1157,435,4,80,188000
1158,435,5,125,108000
1159,436,23,92,43000
1160,436,4,23,188000
1161,436,17,57,108000
1162,436,8,39,236000
1163,436,7,132,90000
1164,437,16,74,87000
1165,437,22,83,32000
1166,438,13,122,463000
1167,438,2,131,251000
1168,438,19,65,131000
1169,439,15,62,87000
1170,439,21,47,67000
1171,439,25,43,55000
1172,439,11,36,187000
1173,439,17,102,108000
1174,440,20,97,43000
1175,440,25,91,55000
1176,441,19,77,131000
1177,441,8,92,236000
1178,441,13,29,463000
1179,441,12,92,510000
1180,441,25,34,55000
1181,442,15,34,87000
1182,442,23,96,43000
1183,443,5,62,108000
1184,443,14,118,252000
1185,444,5,44,108000
1186,444,8,94,236000
1187,444,16,80,87000
1188,445,1,92,147000
1189,445,13,77,463000
1190,445,16,96,87000
1191,446,16,65,87000
1192,446,11,31,187000
1193,446,14,46,252000
1194,447,25,77,55000
1195,447,21,37,67000
1196,448,22,62,32000
1197,448,24,32,49000
1198,449,5,15,108000
1199,449,17,20,108000
1200,449,21,69,67000
1201,450,12,26,510000
1202,450,11,72,187000
1203,450,5,77,108000
1204,451,12,56,510000
1205,451,17,62,108000
1206,451,23,21,43000
1207,451,9,25,188000
1208,451,24,63,49000
1209,452,11,1,187000
1210,452,24,3,49000
1211,452,17,2,108000
1212,453,8,1,236000
1213,454,17,3,108000
1214,454,7,3,90000
1215,454,12,3,510000
1216,455,23,2,43000
1217,456,12,1,510000
1218,456,13,1,463000
1219,456,7,1,90000
1220,457,13,1,463000
1221,457,15,3,87000
1222,457,5,3,108000
1223,458,14,46,252000
1224,458,19,56,131000
1225,459,15,51,87000
1226,459,11,40,187000
1227,459,21,56,67000
1228,459,23,50,43000
1229,460,17,31,108000
1230,460,10,45,421000
1231,460,11,26,187000
1232,460,24,60,49000
1233,460,25,41,55000
1234,461,14,26,252000
1235,461,9,40,188000
1236,461,12,57,510000
1237,462,24,50,49000
1238,462,4,41,188000
1239,462,5,47,108000
1240,462,22,37,32000
1241,462,7,24,90000
1242,463,24,2,49000
1243,464,8,2,236000
1244,464,15,2,87000
1245,464,5,1,108000
